first_name,last_name,price,above_100
Richard,Walker,10.26357238,FALSE
Hector,Yates,10.42055504,FALSE
Kelly,Hayden,10.42459329,FALSE
Micheal,Blackburn,10.44317525,FALSE
Adrian,Martin,10.51365519,FALSE
Hayley,Gibson,10.51878784,FALSE
Kenneth,Butler,10.54461168,FALSE
Jennifer,Preston,10.5968548,FALSE
Molly,Fischer,10.65318304,FALSE
Randy,Franklin,10.70092932,FALSE
John,Munoz,10.76162589,FALSE
Linda,Evans,10.84653035,FALSE
Lisa,Tucker,10.85501411,FALSE
Maria,Miller,10.92435694,FALSE
Seth,Castaneda,10.92646812,FALSE
Ashley,Hall,11.00738203,FALSE
Beth,Kim,11.01260527,FALSE
Jon,James,11.05366645,FALSE
Andrew,Cox,11.08305501,FALSE
Rachel,Lynch,11.16873089,FALSE
Anne,Howard,11.21869422,FALSE
Jeffrey,Dennis,11.26334804,FALSE
Ronnie,James,11.30319991,FALSE
Evelyn,Hanna,11.36458787,FALSE
Johnny,Clark,11.42250221,FALSE
Carrie,Miller,11.55550873,FALSE
Steven,Morgan,11.67183166,FALSE
Kristin,Jacobs,11.69491035,FALSE
Erin,Henry,11.73608077,FALSE
Ashley,Fernandez,11.74857746,FALSE
Andrew,Ryan,11.76405518,FALSE
Derrick,Carter,11.83791299,FALSE
Jonathan,Garrison,11.8484245,FALSE
Jay,Hunt,11.93981724,FALSE
Robert,Dickerson,11.98827381,FALSE
Jennifer,Booker,12.02511321,FALSE
Brandon,Powell,12.1046252,FALSE
Joseph,Huynh,12.12787062,FALSE
Stephanie,Marquez,12.14656879,FALSE
Brianna,Schaefer,12.33313059,FALSE
Dana,Conrad,12.35802683,FALSE
Timothy,Simmons,12.36549766,FALSE
Paul,Farley,12.38946479,FALSE
Donna,Morrow,12.40253227,FALSE
Darren,Mcfarland,12.64993869,FALSE
Tamara,Mason,12.72067225,FALSE
Teresa,Warren,12.73833171,FALSE
Ernest,Simon,12.8484507,FALSE
James,Johnson,12.89573538,FALSE
Donald,Molina,12.89769275,FALSE
Michael,Morales,12.91816023,FALSE
Heather,Robinson,12.94184911,FALSE
Mark,Rodriguez,12.9699091,FALSE
Lauren,Kelly,13.00123524,FALSE
Adam,Guerra,13.06034675,FALSE
Mitchell,Kelley,13.07861103,FALSE
Elizabeth,Brown,13.12619513,FALSE
Amy,Reed,13.4034733,FALSE
Kylie,Thomas,13.45341602,FALSE
Heather,Jones,13.51371324,FALSE
Nicholas,Mejia,13.52272289,FALSE
Craig,Smith,13.58342035,FALSE
Nathan,White,13.59591045,FALSE
Billy,Rose,13.66865285,FALSE
Patricia,Flynn,13.75673285,FALSE
Sherry,Jensen,13.83951571,FALSE
Ann,Wolf,13.87551284,FALSE
Katie,Parker,13.94906194,FALSE
Samuel,Dalton,14.08357426,FALSE
Tammy,Berg,14.18425361,FALSE
Katie,Mcgee,14.33379012,FALSE
Sandra,Ortiz,14.37014646,FALSE
Anna,Crawford,14.40637134,FALSE
Joel,Smith,14.4949198,FALSE
Jonathan,Armstrong,14.57035663,FALSE
Curtis,Flynn,14.67965922,FALSE
Sharon,Clark,14.74888816,FALSE
Paige,Sanders,14.77249308,FALSE
Michelle,Jimenez,14.80415308,FALSE
Jessica,Jenkins,14.94777896,FALSE
Melanie,Wiggins,14.97387711,FALSE
Mark,Wells,14.97764765,FALSE
Matthew,Fuentes,15.00357735,FALSE
Dale,Ramirez,15.01368802,FALSE
James,Copeland,15.22065754,FALSE
Jason,Robinson,15.26988999,FALSE
Robert,White,15.36006275,FALSE
Allen,Williams,15.3908317,FALSE
Meredith,Shepherd,15.39256238,FALSE
Zachary,Watts,15.49738786,FALSE
Tony,Yu,15.74238645,FALSE
Mitchell,Pierce,15.77614742,FALSE
Angela,Christensen,15.90310611,FALSE
Lori,Morales,15.93710006,FALSE
Joel,Walters,15.94733507,FALSE
Christopher,Lee,16.01949687,FALSE
Nancy,Morrison,16.06946106,FALSE
Maria,Rodriguez,16.09754651,FALSE
Chelsea,Caldwell,16.12083718,FALSE
Daniel,Sims,16.16034996,FALSE
Laura,Pierce,16.16340439,FALSE
Donald,Braun,16.16466094,FALSE
Nicholas,West,16.2045173,FALSE
Lisa,Harrison,16.22621842,FALSE
Rachel,Maxwell,16.23735266,FALSE
Katherine,Brooks,16.25110869,FALSE
Austin,Coffey,16.25913962,FALSE
Randy,Lozano,16.30104965,FALSE
Mary,Smith,16.31507197,FALSE
Evan,Stephens,16.31834351,FALSE
Terry,Ayers,16.51163899,FALSE
Christopher,Martin,16.54291044,FALSE
Crystal,Brown,16.57201119,FALSE
Jeremy,Butler,16.5737869,FALSE
Jennifer,Buck,16.62681662,FALSE
Melinda,Peters,16.83003044,FALSE
Mary,Adams,16.92855411,FALSE
Michael,Shannon,16.99576752,FALSE
Janet,Zavala,17.08133565,FALSE
Brianna,Berg,17.09691769,FALSE
Christopher,Lopez,17.11683357,FALSE
Laura,Vargas,17.12739612,FALSE
Brian,Rogers,17.1814436,FALSE
Lauren,Rodriguez,17.23575522,FALSE
Edward,Brooks,17.23870373,FALSE
Annette,Morris,17.24911997,FALSE
Jacqueline,Williams,17.30622156,FALSE
Lisa,Norton,17.32317763,FALSE
Frank,Madden,17.34021424,FALSE
Chris,Hays,17.34276379,FALSE
Mallory,Bright,17.36455275,FALSE
Renee,Ellis,17.3682627,FALSE
Heather,Pierce,17.41061969,FALSE
Steve,Chavez,17.45069578,FALSE
James,Clark,17.53058053,FALSE
Elizabeth,Garcia,17.67269032,FALSE
Anthony,Friedman,17.753192,FALSE
Terri,Herring,17.81086158,FALSE
Kaylee,Coleman,17.86427032,FALSE
Natasha,Sullivan,17.87476089,FALSE
Melissa,Freeman,17.89046741,FALSE
Michael,Davis,17.98090899,FALSE
Cynthia,Hill,18.00711682,FALSE
Carlos,Adams,18.00927776,FALSE
Kayla,Mcintyre,18.02537214,FALSE
Scott,Webb,18.12656066,FALSE
Jacqueline,Briggs,18.13293516,FALSE
Samantha,Golden,18.25944943,FALSE
Brian,Bryant,18.27670854,FALSE
Trevor,Brown,18.32777864,FALSE
Rachel,Garcia,18.33863307,FALSE
Thomas,Sanchez,18.39675475,FALSE
Vicki,Diaz,18.64987672,FALSE
Nicholas,Webb,18.71038619,FALSE
Savannah,Holland,18.73685121,FALSE
Robert,Austin,18.7403859,FALSE
David,Oconnell,18.82123887,FALSE
Kim,Jones,18.8434377,FALSE
Lori,Torres,18.85827433,FALSE
Heather,Collins,18.93872049,FALSE
James,Phillips,18.9820537,FALSE
Joe,Powell,18.98297458,FALSE
William,Serrano,18.99343957,FALSE
Michelle,Johnson,19.18945036,FALSE
Antonio,Hancock,19.19014636,FALSE
Lorraine,Lee,19.20535363,FALSE
Gregory,Perez,19.2956603,FALSE
Jeff,Freeman,19.39590879,FALSE
Jessica,Bailey,19.44288818,FALSE
Laura,Vargas,19.47538112,FALSE
David,Nichols,19.48524858,FALSE
Jessica,Saunders,19.52824977,FALSE
Anthony,Crosby,19.62435351,FALSE
Michael,Hunt,19.63313083,FALSE
Tammy,Young,19.64948762,FALSE
William,Pierce,19.75726553,FALSE
Joyce,Cannon,19.79407941,FALSE
Vincent,Taylor,19.99434316,FALSE
Jonathan,Guerrero,20.03177994,FALSE
Nicholas,Combs,20.10458063,FALSE
Carol,Johnston,20.22996482,FALSE
Troy,Butler,20.26841517,FALSE
Matthew,Gutierrez,20.37578051,FALSE
Charles,Taylor,20.42888334,FALSE
Stephanie,Sandoval,20.56755315,FALSE
Nathaniel,Wells,20.65123885,FALSE
Terry,Campbell,20.67760295,FALSE
Patrick,Mosley,20.68179732,FALSE
Donald,Nelson,20.74710164,FALSE
Jodi,Peterson,20.74948998,FALSE
Nathaniel,Armstrong,20.87450709,FALSE
Robert,Scott,20.97898649,FALSE
Patricia,Martinez,21.04160853,FALSE
Scott,Smith,21.08465589,FALSE
John,Murphy,21.29303319,FALSE
Philip,Oliver,21.30464474,FALSE
Alicia,Stone,21.30617961,FALSE
Ryan,Hammond,21.4055375,FALSE
Jessica,Vargas,21.42151951,FALSE
Gabriella,Conner,21.78225763,FALSE
Phillip,Meyer,21.92731058,FALSE
Tara,Ellis,21.92761435,FALSE
Alexander,Richardson,21.98915208,FALSE
Robert,Jackson,22.05368223,FALSE
Christopher,Thompson,22.06905227,FALSE
Sherry,Gonzalez,22.17628787,FALSE
Paul,Dixon,22.25760841,FALSE
Tyler,Lopez,22.31986493,FALSE
Elijah,Roy,22.35989757,FALSE
Kyle,Howard,22.36013288,FALSE
Sarah,Miller,22.37833918,FALSE
James,Knight,22.56984826,FALSE
Michelle,Guerrero,22.68433563,FALSE
Tiffany,Sanchez,22.70727019,FALSE
Lindsey,Robertson,22.73764686,FALSE
Mary,Chapman,22.75658157,FALSE
Charles,Butler,22.76132536,FALSE
Derrick,Brown,22.81013853,FALSE
Sarah,Wong,22.83835501,FALSE
Ethan,Lee,22.86368908,FALSE
Wendy,Smith,22.96637075,FALSE
Ryan,Huerta,22.97106727,FALSE
Elizabeth,Benitez,22.97631526,FALSE
David,Warren,23.00435965,FALSE
David,Clark,23.0325238,FALSE
John,Stevenson,23.09927229,FALSE
Gabriel,Short,23.13299917,FALSE
Jason,Malone,23.1493309,FALSE
John,Wright,23.16382223,FALSE
Jesse,Duarte,23.19171407,FALSE
Jesse,Thomas,23.19440916,FALSE
Darrell,White,23.19444255,FALSE
Karen,Smith,23.21067191,FALSE
Lance,Weaver,23.27390372,FALSE
Bethany,Keller,23.3006676,FALSE
Nathan,Nielsen,23.30866391,FALSE
Cathy,Todd,23.32822158,FALSE
Todd,Ward,23.34203366,FALSE
Christina,Miller,23.52475039,FALSE
Beth,Martinez,23.52767675,FALSE
Ian,Ramos,23.68465648,FALSE
Christine,Ellis,23.7668161,FALSE
Amy,Haynes,23.77645827,FALSE
Maria,Day,23.79444449,FALSE
Kristi,Cobb,23.9133407,FALSE
Robert,Foster,23.9205959,FALSE
Adam,White,23.99088409,FALSE
Tammy,Williams,24.00839556,FALSE
Brandon,Willis,24.06700478,FALSE
Edward,King,24.06968535,FALSE
Leonard,King,24.0939262,FALSE
Lauren,Zimmerman,24.09907887,FALSE
Matthew,Brown,24.27117954,FALSE
William,Garcia,24.30002574,FALSE
Beth,Murphy,24.76246353,FALSE
Timothy,Massey,24.77935549,FALSE
Gabrielle,Johnson,24.81047258,FALSE
Jessica,Chavez,24.86900919,FALSE
Eric,Gregory,24.92979482,FALSE
Anna,Austin,24.93407772,FALSE
Tyler,Jones,25.07404212,FALSE
Kenneth,Bryant,25.11955555,FALSE
Michelle,Dodson,25.13036482,FALSE
Jennifer,Johnson,25.24601464,FALSE
Robert,Moore,25.25347246,FALSE
Danielle,Herring,25.27314677,FALSE
Christopher,Guerrero,25.3436858,FALSE
Chad,Conley,25.37391466,FALSE
Joseph,Riggs,25.3803223,FALSE
Robin,Evans,25.40406048,FALSE
Megan,Smith,25.42056931,FALSE
Mary,Stevens,25.42279909,FALSE
Carla,Cunningham,25.42770724,FALSE
Michael,Stokes,25.51886602,FALSE
Sharon,Hicks,25.64804259,FALSE
Anthony,Odonnell,25.68569152,FALSE
Christopher,Case,25.68763011,FALSE
Christopher,Bautista,25.7526185,FALSE
Gerald,White,25.86809775,FALSE
Jason,Armstrong,26.04525746,FALSE
Antonio,Lewis,26.06155907,FALSE
Denise,Carpenter,26.08125581,FALSE
Brian,Rodriguez,26.0816515,FALSE
James,Frederick,26.16919384,FALSE
Loretta,Haynes,26.40453589,FALSE
Michael,Wu,26.41273072,FALSE
Deanna,Gonzalez,26.46654614,FALSE
Ronald,Carter,26.52817674,FALSE
Brittany,Wade,26.53394756,FALSE
Danielle,Snyder,26.67738087,FALSE
Donna,Martinez,26.68721252,FALSE
April,Garza,26.8563785,FALSE
William,Armstrong,26.90727877,FALSE
Evan,Pruitt,26.96204098,FALSE
Edward,Norris,26.97375079,FALSE
Lee,Avila,26.98485914,FALSE
Kevin,Jones,27.07437101,FALSE
Pamela,Kelley,27.22925751,FALSE
Michael,Baird,27.36696414,FALSE
Melanie,Miller,27.5070475,FALSE
Teresa,Lindsey,27.52334916,FALSE
Kayla,Hanson,27.63036397,FALSE
Victoria,Jones,27.69610846,FALSE
Amanda,Gay,27.71402088,FALSE
Monica,Oconnor,27.82578051,FALSE
Tanya,Gonzales,27.83669992,FALSE
Jacob,Smith,27.92322882,FALSE
Sarah,Wilson,27.9482433,FALSE
Eric,Perez,27.99805404,FALSE
Erica,Weber,28.0296417,FALSE
Timothy,King,28.0414159,FALSE
Melissa,Wilson,28.18291742,FALSE
Ryan,Perez,28.24313981,FALSE
Sierra,Mcdaniel,28.43344697,FALSE
Michelle,Becker,28.5247473,FALSE
Danielle,Tran,28.5287157,FALSE
Thomas,Williams,28.59389716,FALSE
Jeanette,Knight,28.68694329,FALSE
Charles,Garcia,28.70450704,FALSE
Martha,Williams,28.71025876,FALSE
Nichole,Delgado,28.8609306,FALSE
Amber,Mcguire,28.93138042,FALSE
Ashley,Davidson,28.96089782,FALSE
Andrea,Russell,29.06409425,FALSE
Rachel,Montgomery,29.08534279,FALSE
Duane,Smith,29.213775,FALSE
Christina,Roberts,29.28680092,FALSE
Stacey,Johnston,29.29713703,FALSE
Angela,Ruiz,29.32475614,FALSE
Dennis,Sanford,29.45043264,FALSE
Carl,Decker,29.47284095,FALSE
Ashley,Rogers,29.59477039,FALSE
Jake,Spencer,29.61951774,FALSE
Renee,Mayer,29.66478775,FALSE
Veronica,Bradford,29.71309581,FALSE
Stuart,Daniels,29.76771872,FALSE
John,Gilbert,29.86956496,FALSE
Destiny,Johns,29.87592516,FALSE
Adam,Carter,30.03999986,FALSE
Morgan,Martin,30.24532805,FALSE
Ronald,Harper,30.25918404,FALSE
Lacey,Cochran,30.25941436,FALSE
Christopher,Ortega,30.30144506,FALSE
Joseph,Sullivan,30.40333692,FALSE
Brent,Castaneda,30.42960613,FALSE
Jeffrey,Bauer,30.51584181,FALSE
Emily,Andrews,30.55093486,FALSE
Julia,Chapman,30.55269664,FALSE
Stacey,Montoya,30.63225675,FALSE
Gregory,Pacheco,30.78269568,FALSE
Melinda,Smith,30.95738552,FALSE
Catherine,Richards,31.12818362,FALSE
Michael,Downs,31.19720611,FALSE
Matthew,Bennett,31.24445141,FALSE
Jessica,Coleman,31.31181496,FALSE
Mary,Whitehead,31.39642351,FALSE
Michael,Avila,31.40534535,FALSE
Megan,Riggs,31.41542458,FALSE
Pam,Martinez,31.56743239,FALSE
Grant,Snyder,31.61132475,FALSE
Dan,Reynolds,31.66978335,FALSE
William,Vargas,31.70748391,FALSE
Christina,Wilson,31.71402031,FALSE
John,Prince,31.73842034,FALSE
Robert,Elliott,31.83653044,FALSE
Linda,Woods,31.94347823,FALSE
Richard,Martin,31.98809588,FALSE
David,Burton,32.03095178,FALSE
Kara,Silva,32.088137,FALSE
Lisa,Rodgers,32.10622464,FALSE
Steven,Stuart,32.13545499,FALSE
Lisa,Craig,32.20190241,FALSE
Mark,Perez,32.23346517,FALSE
Keith,Craig,32.36689326,FALSE
Ricardo,Leon,32.39762181,FALSE
Rebecca,Ray,32.48419802,FALSE
Matthew,Rojas,32.5614648,FALSE
Luis,Wallace,32.60775944,FALSE
Robert,Owens,32.63835435,FALSE
Jacob,Stephenson,32.66060701,FALSE
Matthew,Kramer,32.67900048,FALSE
Anthony,Smith,32.87198146,FALSE
Nicole,Page,32.88664817,FALSE
Angela,Hill,32.89792509,FALSE
Valerie,Armstrong,32.97859926,FALSE
Rebecca,Davis,32.98097798,FALSE
Kimberly,Hopkins,32.99371036,FALSE
Dan,Smith,33.04343359,FALSE
Deborah,Jones,33.06002021,FALSE
Monica,Clark,33.09034021,FALSE
Jon,Mcmillan,33.16746226,FALSE
Linda,Robinson,33.16893391,FALSE
John,Vazquez,33.2126417,FALSE
Lisa,Butler,33.22539775,FALSE
Michael,Smith,33.44799229,FALSE
Janice,Campbell,33.4533981,FALSE
Christina,Stone,33.47646201,FALSE
Tiffany,Jackson,33.51449337,FALSE
Bradley,Johnson,33.54423132,FALSE
Anthony,Brady,33.56976782,FALSE
Lisa,Cox,33.65138701,FALSE
Julie,Hernandez,33.97775309,FALSE
Eileen,Thomas,34.08037038,FALSE
Jeremy,Krueger,34.08457452,FALSE
Rebecca,Pearson,34.08557462,FALSE
Stephen,Reid,34.1693553,FALSE
Timothy,Gallegos,34.24451135,FALSE
Kelly,Douglas,34.36564262,FALSE
Anthony,Howe,34.47203403,FALSE
David,Horton,34.62084961,FALSE
Cody,Nichols,34.73125118,FALSE
Christina,Valdez,34.79769663,FALSE
Daniel,George,34.80089308,FALSE
Craig,Smith,34.83743898,FALSE
Gloria,Green,34.85231697,FALSE
Katelyn,Durham,34.86538887,FALSE
Joseph,Cross,34.92207275,FALSE
Thomas,Guzman,35.01257377,FALSE
Amber,Sims,35.10336774,FALSE
Carolyn,Gonzalez,35.19868853,FALSE
Beth,Stone,35.23893288,FALSE
Bethany,Morales,35.32101518,FALSE
Dominique,Reynolds,35.33069889,FALSE
Andrea,Figueroa,35.46449803,FALSE
Scott,Chapman,35.50265642,FALSE
Deborah,Miller,35.56153583,FALSE
Amy,Klein,35.59591008,FALSE
Courtney,Maxwell,35.61603968,FALSE
Luke,Lyons,35.69136143,FALSE
Zachary,Russo,35.71760127,FALSE
Dwayne,Snyder,35.8393188,FALSE
Rebekah,Fischer,35.84139135,FALSE
Christopher,Greene,36.14365972,FALSE
Judy,Johnson,36.17274062,FALSE
Chelsea,Chen,36.22563908,FALSE
Lisa,Meyers,36.24272506,FALSE
James,Ramirez,36.28177824,FALSE
Sheri,Johnson,36.35694038,FALSE
Joan,White,36.42722554,FALSE
Marcus,Adams,36.47040894,FALSE
Richard,White,36.57488333,FALSE
Jonathan,Lawrence,36.77728915,FALSE
Amy,Baker,36.80578714,FALSE
Rachel,Sullivan,36.8070627,FALSE
Jeffrey,Berg,36.85605931,FALSE
Jacob,Woodard,36.91770874,FALSE
Crystal,Valdez,36.96034311,FALSE
Kim,Howell,36.96354785,FALSE
Kimberly,Hernandez,36.97352302,FALSE
Steven,White,37.2849008,FALSE
Kathleen,Barton,37.4218087,FALSE
Mary,Myers,37.44740126,FALSE
Susan,Christensen,37.48220654,FALSE
Evan,Smith,37.52689329,FALSE
Jennifer,Williams,37.62743508,FALSE
Kenneth,Sims,37.6359828,FALSE
Maria,Powell,37.73963127,FALSE
Katherine,Brown,37.77886047,FALSE
Sabrina,Carter,37.81203563,FALSE
Michael,Brown,37.87051913,FALSE
Kristen,Ortiz,37.87241596,FALSE
Charles,Miller,37.89348077,FALSE
Jennifer,Baker,37.99363448,FALSE
John,Benitez,38.03232575,FALSE
Brian,Peterson,38.04520837,FALSE
Stacy,Hansen,38.16867181,FALSE
Robert,Martin,38.22288302,FALSE
Tara,Johnson,38.26768696,FALSE
Michael,Robinson,38.28658602,FALSE
Susan,Hess,38.35997063,FALSE
Samuel,Simmons,38.36117241,FALSE
Eric,Glover,38.36237335,FALSE
Jennifer,Kim,38.39507814,FALSE
Rebecca,Jackson,38.46385885,FALSE
Anne,Mccullough,38.48691116,FALSE
Daniel,Arnold,38.56789628,FALSE
Alan,Summers,38.63067176,FALSE
Kelly,Meyer,38.73669424,FALSE
Jennifer,Glass,38.76661087,FALSE
Ricky,Kerr,38.99584409,FALSE
Steven,Mack,39.00781023,FALSE
Brian,Allen,39.09985722,FALSE
Peter,Holland,39.10990181,FALSE
Kayla,Stanley,39.11623892,FALSE
Justin,Davis,39.14509514,FALSE
Sarah,Ramsey,39.16860302,FALSE
Valerie,Boyd,39.18119887,FALSE
Julie,Boyd,39.18863723,FALSE
Michael,Barrett,39.21052339,FALSE
James,Rogers,39.25426014,FALSE
Shaun,Holloway,39.44032807,FALSE
David,Spence,39.44159283,FALSE
Carrie,Nelson,39.62851606,FALSE
Brittany,Nicholson,39.77148045,FALSE
Amanda,Chandler,39.84244261,FALSE
Denise,Smith,39.92037881,FALSE
Louis,Klein,40.12200004,FALSE
Sean,Harris,40.13603389,FALSE
Alexis,Lane,40.17462465,FALSE
Rebecca,Santos,40.21365447,FALSE
Marie,Lamb,40.27252313,FALSE
Carly,Estrada,40.28153032,FALSE
Kimberly,Brown,40.3199327,FALSE
Michael,Reilly,40.37878652,FALSE
Bridget,Martin,40.38465727,FALSE
Joanna,Fernandez,40.50912655,FALSE
Alicia,Petersen,40.53590012,FALSE
Lisa,Mendez,40.54338297,FALSE
Joseph,Mcintyre,40.61343114,FALSE
Dylan,Johnson,40.65328581,FALSE
Kyle,Robinson,40.789742,FALSE
Jeffery,Hicks,40.80233964,FALSE
Jackson,Newman,40.80724757,FALSE
Philip,Cruz,40.93604411,FALSE
Gerald,Gonzales,40.93851843,FALSE
Nicholas,Joseph,40.99606439,FALSE
Ian,Thomas,41.13374312,FALSE
Joseph,Owen,41.18066816,FALSE
Timothy,Burns,41.18516716,FALSE
Krista,Mata,41.27185978,FALSE
Sandra,Houston,41.29672973,FALSE
Jason,Santos,41.3022731,FALSE
Javier,Moss,41.3098503,FALSE
John,Torres,41.39498289,FALSE
Michael,Mayer,41.42900813,FALSE
Taylor,Smith,41.49264584,FALSE
Gina,Higgins,41.63209155,FALSE
Ashley,Solis,41.98196192,FALSE
Melissa,Carney,42.0237226,FALSE
Kathy,Schneider,42.12818501,FALSE
Erin,Berger,42.1905731,FALSE
Tammy,Lane,42.19079145,FALSE
Kathryn,Mckinney,42.28386426,FALSE
Hannah,Elliott,42.35003061,FALSE
Molly,Henry,42.40494173,FALSE
Pamela,Scott,42.43333392,FALSE
